ticker,tradeDate,expirDate,dte,strike,stockPrice,callVolume,callOpenInterest,callBidSize,callAskSize,putVolume,putOpenInterest,putBidSize,putAskSize,callBidPrice,callValue,callAskPrice,putBidPrice,putValue,putAskPrice,callBidIv,callMidIv,callAskIv,smvVol,putBidIv,putMidIv,putAskIv,residualRate,delta,gamma,theta,vega,rho,phi,driftlessTheta,callSmvVol,putSmvVol,extSmvVol,extCallValue,extPutValue,spotPrice,quoteDate,updatedAt,snapShotEstTime,snapShotDate,expiryTod,tickerId,monthId
AAPL,2024-02-09,2024-02-09,1,172.5,188.78,0.0,3.0,33.0,35.0,10.0,4485.0,0.0,640.0,16.05,16.281297,16.45,0.0,0.0,0.01,0.0,4.878703,4.878703,0.186,0.0,3.00772,3.00772,0.0,1.000000000000007,-3.550128760627416e-13,-0.0259456972143512,2.0000003056465107e-05,0.00023629962387522365,-0.00025861950803118816,1.4871483332461586e-09,0.185543,0.185543,0.296117,16.281297,0.0,188.78,2024-02-09T20:59:24Z,2024-02-09T20:59:35Z,1600,2024-02-09T21:00:00Z,pm,101594,1
AAPL,2024-02-09,2024-02-09,1,175.0,188.78,52.0,137.0,31.0,32.0,120.0,8928.0,0.0,415.0,13.6,13.781316,14.0,0.0,0.0,0.01,0.0,4.430781,4.430781,0.186,0.0,2.57566,2.57566,0.0,1.000000000000006,-3.0171228248706833e-13,-0.0263217218103342,2.000000290951967e-05,0.0002397242558704229,-0.0002586194192133462,1.484238149736459e-09,0.185543,0.185543,0.296117,13.781316,0.0,188.78,2024-02-09T20:59:24Z,2024-02-09T20:59:35Z,1600,2024-02-09T21:00:00Z,pm,101594,1
AAPL,2024-02-09,2024-02-09,1,177.5,188.78,86.0,19.0,35.0,33.0,1199.0,7690.0,0.0,337.0,11.2,11.281335,11.5,0.0,0.0,0.01,0.0,3.780667,3.780667,0.186,0.0,2.142955,2.142955,0.0,1.000000000000002,-1.0062998794736657e-13,-0.0266977464089686,2.0000002850741495e-05,0.00024314888786562217,-0.00025861925934123065,1.4786766928098164e-09,0.185543,0.185543,0.296117,11.281335,0.0,188.78,2024-02-09T20:59:24Z,2024-02-09T20:59:35Z,1600,2024-02-09T21:00:00Z,pm,101594,1
AAPL,2024-02-09,2024-02-09,1,180.0,188.78,503.0,660.0,35.0,31.0,1120.0,21541.0,0.0,435.0,8.7,8.781354,8.95,0.0,0.0,0.01,0.0,2.133115,2.133115,0.186,0.0,1.707178,1.707178,0.0,1.000000000000003,-1.5116963459280532e-13,-0.0270737710058354,2.000000273318514e-05,0.0002465735184308383,-0.0002586191172326835,1.3178706029047544e-09,0.185543,0.185543,0.296117,8.781354,0.0,188.78,2024-02-09T20:59:24Z,2024-02-09T20:59:35Z,1600,2024-02-09T21:00:00Z,pm,101594,1
AAPL,2024-02-09,2024-02-09,1,182.5,188.78,157.0,181.0,35.0,32.0,4731.0,13080.0,0.0,236.0,6.2,6.281372,6.45,0.0,0.0,0.01,0.0,2.021433,2.021433,0.186,0.0,1.266214,1.266214,0.0,0.9999999999999528,-3.987215791189074e-13,-0.0274497956036748,1.9999991166563595e-05,0.00024999815463654345,-0.0002586184333353003,1.7754176333053143e-09,0.185543,0.185543,0.296117,6.281372,0.0,188.78,2024-02-09T20:59:24Z,2024-02-09T20:59:35Z,1600,2024-02-09T21:00:00Z,pm,101594,1
AAPL,2024-02-09,2024-02-09,1,185.0,188.78,4970.0,1845.0,40.0,41.0,6223.0,16804.0,0.0,504.0,3.7,3.781391,3.85,0.0,0.0,0.01,0.0,1.059271,1.059271,0.186,0.0,0.810765,0.810765,0.0,0.9999999994439572,4.39478953764713e-09,-0.0278258386780679,2.0000059599439463e-05,0.0002534227834142806,-0.0002586188330155892,-1.7059179951147224e-08,0.185543,0.185543,0.293584,3.781391,0.0,188.78,2024-02-09T20:59:24Z,2024-02-09T20:59:35Z,1600,2024-02-09T21:00:00Z,pm,101594,1
AAPL,2024-02-09,2024-02-09,1,187.5,188.78,26259.0,16828.0,144.0,37.0,28789.0,11496.0,0.0,1157.0,1.23,1.285092,1.31,0.0,0.003682,0.01,0.0,0.0,0.0,0.186,0.0,0.327287,0.327287,0.0,0.9833131302908992,0.0637613597424004,-0.2632003567205294,0.0008862263248856875,0.0002528568934437387,-0.0002546328037311696,-0.2354366698204069,0.185543,0.185543,0.27499,1.285092,0.003682,188.78,2024-02-09T20:59:24Z,2024-02-09T20:59:35Z,1600,2024-02-09T21:00:00Z,pm,101594,1
AAPL,2024-02-09,2024-02-09,1,190.0,188.78,185755.0,68930.0,0.0,5702.0,14947.0,9536.0,32.0,31.0,0.0,0.000166,0.01,1.17,1.21997,1.25,0.0,0.303719,0.303719,0.186,0.0,0.439146,0.439146,0.0,0.0013887374528019,0.0129316494752682,-0.0217357596475939,0.00013139944731440148,4.257911948032313e-07,-4.260405998260039e-07,-0.0216890077744045,0.185543,0.185543,0.185333,0.000166,1.21997,188.78,2024-02-09T20:59:24Z,2024-02-09T20:59:35Z,1600,2024-02-09T21:00:00Z,pm,101594,1
AAPL,2024-02-09,2024-02-09,1,192.5,188.78,39964.0,36825.0,0.0,1045.0,759.0,1211.0,30.0,31.0,0.0,0.0,0.01,3.7,3.72,3.8,0.0,0.776384,0.776384,0.186,0.0,1.548602,1.548602,0.0,2.202573725087395e-23,8.693352045984748e-22,-1.4608181471486668e-21,2e-05,1.0190804634998284e-26,-1.019278648313228e-26,-1.4596991967997438e-21,0.185543,0.185543,0.185437,0.0,3.72,188.78,2024-02-09T20:59:24Z,2024-02-09T20:59:35Z,1600,2024-02-09T21:00:00Z,pm,101594,1
AAPL,2024-02-09,2024-02-09,1,195.0,188.78,3074.0,27972.0,0.0,1916.0,241.0,2337.0,35.0,31.0,0.0,0.0,0.01,6.15,6.22,6.35,0.0,1.207381,1.207381,0.186,0.0,2.209467,2.209467,0.0,0.0,0.0,0.0,2e-05,0.0,0.0,0.0,0.185543,0.185543,0.185543,0.0,6.22,188.78,2024-02-09T20:59:24Z,2024-02-09T20:59:35Z,1600,2024-02-09T21:00:00Z,pm,101594,1
AAPL,2024-02-09,2024-02-09,1,197.5,188.78,416.0,20166.0,0.0,809.0,36.0,709.0,32.0,33.0,0.0,0.0,0.01,8.45,8.72,8.85,0.0,1.612886,1.612886,0.186,0.0,2.817391,2.817391,0.0,0.0,0.0,0.0,2e-05,0.0,0.0,0.0,0.185543,0.185543,0.185543,0.0,8.72,188.78,2024-02-09T20:59:24Z,2024-02-09T20:59:35Z,1600,2024-02-09T21:00:00Z,pm,101594,1
AAPL,2024-02-09,2024-02-09,1,200.0,188.78,2327.0,28259.0,0.0,3221.0,28.0,3833.0,32.0,32.0,0.0,0.0,0.01,11.1,11.22,11.3,0.0,2.002543,2.002543,0.186,0.0,3.390953,3.390953,0.0,0.0,0.0,0.0,2e-05,0.0,0.0,0.0,0.185543,0.185543,0.185543,0.0,11.22,188.78,2024-02-09T20:59:24Z,2024-02-09T20:59:35Z,1600,2024-02-09T21:00:00Z,pm,101594,1
AAPL,2024-02-09,2024-02-09,1,202.5,188.78,130.0,6774.0,0.0,1393.0,7.0,69.0,33.0,31.0,0.0,0.0,0.01,13.55,13.72,13.85,0.0,2.37873,2.37873,0.186,0.0,3.546082,3.546082,0.0,0.0,0.0,0.0,2e-05,0.0,0.0,0.0,0.185543,0.185543,0.185543,0.0,13.72,188.78,2024-02-09T20:59:24Z,2024-02-09T20:59:35Z,1600,2024-02-09T21:00:00Z,pm,101594,1
AAPL,2024-02-09,2024-02-09,1,205.0,188.78,26.0,10187.0,0.0,1610.0,3.0,67.0,33.0,31.0,0.0,0.0,0.01,16.05,16.22,16.3,0.0,2.743581,2.743581,0.186,0.0,4.461969,4.461969,0.0,0.0,0.0,0.0,2e-05,0.0,0.0,0.0,0.185543,0.185543,0.185543,0.0,16.22,188.78,2024-02-09T20:59:24Z,2024-02-09T20:59:35Z,1600,2024-02-09T21:00:00Z,pm,101594,1
AAPL,2024-02-09,2024-02-09,1,207.5,188.78,2.0,4788.0,0.0,1626.0,0.0,3.0,35.0,33.0,0.0,0.0,0.01,18.55,18.72,18.85,0.0,0.0,0.0,0.186,0.0,4.969558,4.969558,0.0,0.0,0.0,0.0,2e-05,0.0,0.0,0.0,0.185543,0.185543,0.185543,0.0,18.72,188.78,2024-02-09T20:59:24Z,2024-02-09T20:59:35Z,1600,2024-02-09T21:00:00Z,pm,101594,1
AAPL,2024-02-09,2024-02-09,1,210.0,188.78,6.0,7547.0,0.0,2023.0,0.0,30.0,35.0,33.0,0.0,0.0,0.01,21.05,21.22,21.4,0.0,0.0,0.0,0.186,0.0,5.459893,5.459893,0.0,0.0,0.0,0.0,2e-05,0.0,0.0,0.0,0.185543,0.185543,0.185543,0.0,21.22,188.78,2024-02-09T20:59:24Z,2024-02-09T20:59:35Z,1600,2024-02-09T21:00:00Z,pm,101594,1
AAPL,2024-02-09,2024-02-09,1,212.5,188.78,1.0,1447.0,0.0,587.0,1.0,9.0,35.0,35.0,0.0,0.0,0.01,23.55,23.72,23.9,0.0,0.0,0.0,0.186,0.0,5.939096,5.939096,0.0,0.0,0.0,0.0,2e-05,0.0,0.0,0.0,0.185543,0.185543,0.185543,0.0,23.72,188.78,2024-02-09T20:59:24Z,2024-02-09T20:59:35Z,1600,2024-02-09T21:00:00Z,pm,101594,1
AAPL,2024-02-09,2024-02-09,1,215.0,188.78,0.0,1449.0,0.0,556.0,0.0,114.0,36.0,33.0,0.0,0.0,0.01,26.05,26.22,26.4,0.0,0.0,0.0,0.186,0.0,6.14909,6.14909,0.0,0.0,0.0,0.0,2e-05,0.0,0.0,0.0,0.185543,0.185543,0.185543,0.0,26.22,188.78,2024-02-09T20:59:24Z,2024-02-09T20:59:35Z,1600,2024-02-09T21:00:00Z,pm,101594,1
AAPL,2024-02-09,2024-02-09,1,217.5,188.78,2.0,206.0,0.0,1036.0,0.0,0.0,31.0,33.0,0.0,0.0,0.01,28.5,28.72,28.85,0.0,0.0,0.0,0.186,0.0,6.849877,6.849877,0.0,0.0,0.0,0.0,2e-05,0.0,0.0,0.0,0.185543,0.185543,0.185543,0.0,28.72,188.78,2024-02-09T20:59:24Z,2024-02-09T20:59:35Z,1600,2024-02-09T21:00:00Z,pm,101594,1
AAPL,2024-02-09,2024-02-09,1,220.0,188.78,0.0,1470.0,0.0,1257.0,0.0,4.0,32.0,34.0,0.0,0.0,0.01,30.95,31.22,31.45,0.0,0.0,0.0,0.186,0.0,7.297496,7.297496,0.0,0.0,0.0,0.0,2e-05,0.0,0.0,0.0,0.185543,0.185543,0.185543,0.0,31.22,188.78,2024-02-09T20:59:24Z,2024-02-09T20:59:35Z,1600,2024-02-09T21:00:00Z,pm,101594,1
AAPL,2024-02-09,2024-02-09,1,222.5,188.78,0.0,471.0,0.0,1437.0,0.0,0.0,31.0,33.0,0.0,0.0,0.01,33.55,33.72,33.85,0.0,0.0,0.0,0.186,0.0,7.729143,7.729143,0.0,0.0,0.0,0.0,2e-05,0.0,0.0,0.0,0.185543,0.185543,0.185543,0.0,33.72,188.78,2024-02-09T20:59:24Z,2024-02-09T20:59:35Z,1600,2024-02-09T21:00:00Z,pm,101594,1
AAPL,2024-02-09,2024-02-09,1,225.0,188.78,0.0,791.0,0.0,1637.0,0.0,5.0,32.0,32.0,0.0,0.0,0.01,36.0,36.22,36.45,0.0,0.0,0.0,0.186,0.0,8.148682,8.148682,0.0,0.0,0.0,0.0,2e-05,0.0,0.0,0.0,0.185543,0.185543,0.185543,0.0,36.22,188.78,2024-02-09T20:59:24Z,2024-02-09T20:59:35Z,1600,2024-02-09T21:00:00Z,pm,101594,1
AAPL,2024-02-09,2024-02-09,1,230.0,188.78,0.0,299.0,0.0,2037.0,0.0,12.0,31.0,31.0,0.0,0.0,0.01,41.0,41.22,41.45,0.0,0.0,0.0,0.186,0.0,8.974076,8.974076,0.0,0.0,0.0,0.0,2e-05,0.0,0.0,0.0,0.185543,0.185543,0.185543,0.0,41.22,188.78,2024-02-09T20:59:24Z,2024-02-09T20:59:35Z,1600,2024-02-09T21:00:00Z,pm,101594,1
AAPL,2024-02-09,2024-02-09,1,235.0,188.78,0.0,187.0,0.0,3314.0,0.0,0.0,35.0,32.0,0.0,0.0,0.01,45.95,46.22,46.45,0.0,0.0,0.0,0.186,0.0,9.418298,9.418298,0.0,0.0,0.0,0.0,2e-05,0.0,0.0,0.0,0.185543,0.185543,0.185543,0.0,46.22,188.78,2024-02-09T20:59:24Z,2024-02-09T20:59:35Z,1600,2024-02-09T21:00:00Z,pm,101594,1
AAPL,2024-02-09,2024-02-09,1,240.0,188.78,0.0,239.0,0.0,242.0,0.0,0.0,35.0,31.0,0.0,0.0,0.01,51.05,51.22,51.35,0.0,0.0,0.0,0.186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-05,0.0,0.0,0.0,0.185543,0.185543,0.185543,0.0,51.22,188.78,2024-02-09T20:59:24Z,2024-02-09T20:59:35Z,1600,2024-02-09T21:00:00Z,pm,101594,1
AAPL,2024-02-09,2024-02-09,1,245.0,188.78,0.0,13.0,0.0,76.0,0.0,0.0,35.0,36.0,0.0,0.0,0.01,56.1,56.22,56.35,0.0,0.0,0.0,0.186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-05,0.0,0.0,0.0,0.185543,0.185543,0.185543,0.0,56.22,188.78,2024-02-09T20:59:24Z,2024-02-09T20:59:35Z,1600,2024-02-09T21:00:00Z,pm,101594,1
AAPL,2024-02-09,2024-02-09,1,250.0,188.78,0.0,18.0,0.0,41.0,0.0,0.0,35.0,36.0,0.0,0.0,0.01,61.1,61.22,61.35,0.0,0.0,0.0,0.186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-05,0.0,0.0,0.0,0.185543,0.185543,0.185543,0.0,61.22,188.78,2024-02-09T20:59:24Z,2024-02-09T20:59:35Z,1600,2024-02-09T21:00:00Z,pm,101594,1
AAPL,2024-02-09,2024-02-09,1,255.0,188.78,0.0,2.0,0.0,41.0,0.0,3.0,31.0,36.0,0.0,0.0,0.01,66.15,66.22,66.3,0.0,0.0,0.0,0.186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-05,0.0,0.0,0.0,0.185543,0.185543,0.185543,0.0,66.22,188.78,2024-02-09T20:59:24Z,2024-02-09T20:59:35Z,1600,2024-02-09T21:00:00Z,pm,101594,1
AAPL,2024-02-09,2024-02-09,1,260.0,188.78,0.0,9.0,0.0,41.0,0.0,7.0,31.0,32.0,0.0,0.0,0.01,71.15,71.22,71.3,0.0,0.0,0.0,0.186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-05,0.0,0.0,0.0,0.185543,0.185543,0.185543,0.0,71.22,188.78,2024-02-09T20:59:24Z,2024-02-09T20:59:35Z,1600,2024-02-09T21:00:00Z,pm,101594,1
